date,brand,trend_direction,trend_slope,forecast_7,forecast_30,forecast_90
2026-03-31,firstcry,Declining,-0.5,"[-0.86, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.86, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.86, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,lenskart,Declining,-0.1,"[-0.02, -0.05, -0.08, -0.11, -0.14, -0.17, -0.2]","[-0.02, -0.05, -0.08, -0.11, -0.14, -0.17, -0.2, -0.23, -0.26, -0.29, -0.32, -0.35, -0.38, -0.41, -0.44, -0.47, -0.5, -0.53, -0.56, -0.59, -0.62, -0.65, -0.68, -0.71, -0.74, -0.77, -0.8, -0.83, -0.86, -0.89]","[-0.02, -0.05, -0.08, -0.11, -0.14, -0.17, -0.2, -0.23, -0.26, -0.29, -0.32, -0.35, -0.38, -0.41, -0.44, -0.47, -0.5, -0.53, -0.56, -0.59, -0.62, -0.65, -0.68, -0.71, -0.74, -0.77, -0.8, -0.83, -0.86, -0.89, -0.92, -0.95, -0.98, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,tata 1mg,Declining,-0.25,"[-0.15, -0.225, -0.3, -0.375, -0.45, -0.525, -0.6]","[-0.15, -0.225, -0.3, -0.375, -0.45, -0.525, -0.6, -0.675, -0.75, -0.825, -0.9, -0.975, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.15, -0.225, -0.3, -0.375, -0.45, -0.525, -0.6, -0.675, -0.75, -0.825, -0.9, -0.975, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,delhivery,Declining,-0.3,"[-0.21, -0.3, -0.39, -0.48, -0.57, -0.66, -0.75]","[-0.21, -0.3, -0.39, -0.48, -0.57, -0.66, -0.75, -0.84, -0.93, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.21, -0.3, -0.39, -0.48, -0.57, -0.66, -0.75, -0.84, -0.93, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,shiprocket,Improving,0.5,"[0.66, 0.81, 0.96, 1.0, 1.0, 1.0, 1.0]","[0.66, 0.81, 0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.66, 0.81, 0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-03-31,h&m india,Declining,-0.0408,"[0.0, -0.0122, -0.0245, -0.0367, -0.049, -0.0612, -0.0735]","[0.0, -0.0122, -0.0245, -0.0367, -0.049, -0.0612, -0.0735, -0.0857, -0.098, -0.1102, -0.1224, -0.1347, -0.1469, -0.1592, -0.1714, -0.1837, -0.1959, -0.2082, -0.2204, -0.2327, -0.2449, -0.2571, -0.2694, -0.2816, -0.2939, -0.3061, -0.3184, -0.3306, -0.3429, -0.3551]","[0.0, -0.0122, -0.0245, -0.0367, -0.049, -0.0612, -0.0735, -0.0857, -0.098, -0.1102, -0.1224, -0.1347, -0.1469, -0.1592, -0.1714, -0.1837, -0.1959, -0.2082, -0.2204, -0.2327, -0.2449, -0.2571, -0.2694, -0.2816, -0.2939, -0.3061, -0.3184, -0.3306, -0.3429, -0.3551, -0.3673, -0.3796, -0.3918, -0.4041, -0.4163, -0.4286, -0.4408, -0.4531, -0.4653, -0.4776, -0.4898, -0.502, -0.5143, -0.5265, -0.5388, -0.551, -0.5633, -0.5755, -0.5878, -0.6, -0.6122, -0.6245, -0.6367, -0.649, -0.6612, -0.6735, -0.6857, -0.698, -0.7102, -0.7224, -0.7347, -0.7469, -0.7592, -0.7714, -0.7837, -0.7959, -0.8082, -0.8204, -0.8327, -0.8449, -0.8571, -0.8694, -0.8816, -0.8939, -0.9061, -0.9184, -0.9306, -0.9429, -0.9551, -0.9673, -0.9796, -0.9918, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,zara india,Declining,-0.15,"[0.335, 0.29, 0.245, 0.2, 0.155, 0.11, 0.065]","[0.335, 0.29, 0.245, 0.2, 0.155, 0.11, 0.065, 0.02, -0.025, -0.07, -0.115, -0.16, -0.205, -0.25, -0.295, -0.34, -0.385, -0.43, -0.475, -0.52, -0.565, -0.61, -0.655, -0.7, -0.745, -0.79, -0.835, -0.88, -0.925, -0.97]","[0.335, 0.29, 0.245, 0.2, 0.155, 0.11, 0.065, 0.02, -0.025, -0.07, -0.115, -0.16, -0.205, -0.25, -0.295, -0.34, -0.385, -0.43, -0.475, -0.52, -0.565, -0.61, -0.655, -0.7, -0.745, -0.79, -0.835, -0.88, -0.925, -0.97, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,urban company,Improving,0.0514,"[0.3707, 0.3861, 0.4015, 0.417, 0.4324, 0.4478, 0.4632]","[0.3707, 0.3861, 0.4015, 0.417, 0.4324, 0.4478, 0.4632, 0.4787, 0.4941, 0.5095, 0.525, 0.5404, 0.5558, 0.5712, 0.5867, 0.6021, 0.6175, 0.633, 0.6484, 0.6638, 0.6792, 0.6947, 0.7101, 0.7255, 0.741, 0.7564, 0.7718, 0.7872, 0.8027, 0.8181]","[0.3707, 0.3861, 0.4015, 0.417, 0.4324, 0.4478, 0.4632, 0.4787, 0.4941, 0.5095, 0.525, 0.5404, 0.5558, 0.5712, 0.5867, 0.6021, 0.6175, 0.633, 0.6484, 0.6638, 0.6792, 0.6947, 0.7101, 0.7255, 0.741, 0.7564, 0.7718, 0.7872, 0.8027, 0.8181, 0.8335, 0.849, 0.8644, 0.8798, 0.8952, 0.9107, 0.9261, 0.9415, 0.957, 0.9724, 0.9878, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-04-01,flipkart,Declining,-0.0217,"[0.0688, 0.0623, 0.0558, 0.0493, 0.0428, 0.0363, 0.0298]","[0.0688, 0.0623, 0.0558, 0.0493, 0.0428, 0.0363, 0.0298, 0.0233, 0.0167, 0.0102, 0.0037, -0.0028, -0.0093, -0.0158, -0.0223, -0.0288, -0.0354, -0.0419, -0.0484, -0.0549, -0.0614, -0.0679, -0.0744, -0.0809, -0.0875, -0.094, -0.1005, -0.107, -0.1135, -0.12]","[0.0688, 0.0623, 0.0558, 0.0493, 0.0428, 0.0363, 0.0298, 0.0233, 0.0167, 0.0102, 0.0037, -0.0028, -0.0093, -0.0158, -0.0223, -0.0288, -0.0354, -0.0419, -0.0484, -0.0549, -0.0614, -0.0679, -0.0744, -0.0809, -0.0875, -0.094, -0.1005, -0.107, -0.1135, -0.12, -0.1265, -0.133, -0.1395, -0.1461, -0.1526, -0.1591, -0.1656, -0.1721, -0.1786, -0.1851, -0.1916, -0.1982, -0.2047, -0.2112, -0.2177, -0.2242, -0.2307, -0.2372, -0.2437, -0.2502, -0.2568, -0.2633, -0.2698, -0.2763, -0.2828, -0.2893, -0.2958, -0.3023, -0.3089, -0.3154, -0.3219, -0.3284, -0.3349, -0.3414, -0.3479, -0.3544, -0.361, -0.3675, -0.374, -0.3805, -0.387, -0.3935, -0.4, -0.4065, -0.413, -0.4196, -0.4261, -0.4326, -0.4391, -0.4456, -0.4521, -0.4586, -0.4651, -0.4717, -0.4782, -0.4847, -0.4912, -0.4977, -0.5042, -0.5107]"
2026-04-01,amazon india,Declining,-0.0995,"[-0.2425, -0.2724, -0.3022, -0.3321, -0.3619, -0.3918, -0.4216]","[-0.2425, -0.2724, -0.3022, -0.3321, -0.3619, -0.3918, -0.4216, -0.4515, -0.4814, -0.5112, -0.5411, -0.5709, -0.6008, -0.6306, -0.6605, -0.6904, -0.7202, -0.7501, -0.7799, -0.8098, -0.8396, -0.8695, -0.8994, -0.9292, -0.9591, -0.9889, -1.0, -1.0, -1.0, -1.0]","[-0.2425, -0.2724, -0.3022, -0.3321, -0.3619, -0.3918, -0.4216, -0.4515, -0.4814, -0.5112, -0.5411, -0.5709, -0.6008, -0.6306, -0.6605, -0.6904, -0.7202, -0.7501, -0.7799, -0.8098, -0.8396, -0.8695, -0.8994, -0.9292, -0.9591, -0.9889, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,myntra,Declining,-0.15,"[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625]","[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625, -0.67, -0.715, -0.76, -0.805, -0.85, -0.895, -0.94, -0.985, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625, -0.67, -0.715, -0.76, -0.805, -0.85, -0.895, -0.94, -0.985, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,snapdeal,Declining,-0.5,"[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,meesho,Improving,0.0992,"[0.4567, 0.4864, 0.5162, 0.546, 0.5757, 0.6055, 0.6352]","[0.4567, 0.4864, 0.5162, 0.546, 0.5757, 0.6055, 0.6352, 0.665, 0.6948, 0.7245, 0.7543, 0.784, 0.8138, 0.8436, 0.8733, 0.9031, 0.9329, 0.9626, 0.9924, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4567, 0.4864, 0.5162, 0.546, 0.5757, 0.6055, 0.6352, 0.665, 0.6948, 0.7245, 0.7543, 0.784, 0.8138, 0.8436, 0.8733, 0.9031, 0.9329, 0.9626, 0.9924, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-04-01,ajio,Declining,-0.5,"[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,bigbasket,Declining,-0.15,"[-0.78, -0.825, -0.87, -0.915, -0.96, -1.0, -1.0]","[-0.78, -0.825, -0.87, -0.915, -0.96, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.78, -0.825, -0.87, -0.915, -0.96, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,nykaa,Stable,-0.0,"[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]","[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]","[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]"
2026-04-01,reliance digital,Improving,0.0827,"[0.3181, 0.3429, 0.3677, 0.3925, 0.4173, 0.4421, 0.4669]","[0.3181, 0.3429, 0.3677, 0.3925, 0.4173, 0.4421, 0.4669, 0.4917, 0.5165, 0.5413, 0.5661, 0.5909, 0.6157, 0.6405, 0.6653, 0.6901, 0.7149, 0.7397, 0.7645, 0.7893, 0.8141, 0.8389, 0.8637, 0.8884, 0.9132, 0.938, 0.9628, 0.9876, 1.0, 1.0]","[0.3181, 0.3429, 0.3677, 0.3925, 0.4173, 0.4421, 0.4669, 0.4917, 0.5165, 0.5413, 0.5661, 0.5909, 0.6157, 0.6405, 0.6653, 0.6901, 0.7149, 0.7397, 0.7645, 0.7893, 0.8141, 0.8389, 0.8637, 0.8884, 0.9132, 0.938, 0.9628, 0.9876, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-04-01,zepto,Declining,-0.2,"[0.24, 0.18, 0.12, 0.06, 0.0, -0.06, -0.12]","[0.24, 0.18, 0.12, 0.06, 0.0, -0.06, -0.12, -0.18, -0.24, -0.3, -0.36, -0.42, -0.48, -0.54, -0.6, -0.66, -0.72, -0.78, -0.84, -0.9, -0.96, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.24, 0.18, 0.12, 0.06, 0.0, -0.06, -0.12, -0.18, -0.24, -0.3, -0.36, -0.42, -0.48, -0.54, -0.6, -0.66, -0.72, -0.78, -0.84, -0.9, -0.96, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,blinkit,Declining,-0.0429,"[-0.185, -0.1979, -0.2107, -0.2236, -0.2364, -0.2493, -0.2621]","[-0.185, -0.1979, -0.2107, -0.2236, -0.2364, -0.2493, -0.2621, -0.275, -0.2879, -0.3007, -0.3136, -0.3264, -0.3393, -0.3521, -0.365, -0.3779, -0.3907, -0.4036, -0.4164, -0.4293, -0.4421, -0.455, -0.4679, -0.4807, -0.4936, -0.5064, -0.5193, -0.5321, -0.545, -0.5579]","[-0.185, -0.1979, -0.2107, -0.2236, -0.2364, -0.2493, -0.2621, -0.275, -0.2879, -0.3007, -0.3136, -0.3264, -0.3393, -0.3521, -0.365, -0.3779, -0.3907, -0.4036, -0.4164, -0.4293, -0.4421, -0.455, -0.4679, -0.4807, -0.4936, -0.5064, -0.5193, -0.5321, -0.545, -0.5579, -0.5707, -0.5836, -0.5964, -0.6093, -0.6221, -0.635, -0.6479, -0.6607, -0.6736, -0.6864, -0.6993, -0.7121, -0.725, -0.7379, -0.7507, -0.7636, -0.7764, -0.7893, -0.8021, -0.815, -0.8279, -0.8407, -0.8536, -0.8664, -0.8793, -0.8921, -0.905, -0.9179, -0.9307, -0.9436, -0.9564, -0.9693, -0.9821, -0.995, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-04-01,zomato,Declining,-0.125,"[-0.42, -0.4575, -0.495, -0.5325, -0.57, -0.6075, -0.645]","[-0.42, -0.4575, -0.495, -0.5325, -0.57, -0.6075, -0.645, -0.6825, -0.72, -0.7575, -0.795, -0.8325, -0.87, -0.9075, -0.945, -0.9825, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.42, -0.4575, -0.495, -0.5325, -0.57, -0.6075, -0.645, -0.6825, -0.72, -0.7575, -0.795, -0.8325, -0.87, -0.9075, -0.945, -0.9825, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
